Gene	OMIM_ID	original_url	lsdb_home_url	comments
CXorf64	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=CXorf64	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=CXorf64	
CXorf65	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=CXorf65	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=CXorf65	
CXorf66	NA	http://www.LOVD.nl/CXorf66	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=CXorf66	
CYSLTR1	300201	http://www.LOVD.nl/CYSLTR1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=CYSLTR1	
D2HGDH	609186	http://www.LOVD.nl/D2HGDH	http://grenada.lumc.nl/LOVD2/vumc/home.php?select_db=D2HGDH	
DACH2	300608	http://www.LOVD.nl/DACH2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DACH2	
DAG1	NA	http://www.dmd.nl/nmdb2/home.php?select_db=DAG1	http://www.dmd.nl/nmdb2/home.php?select_db=DAG1	
DCAF12L1	NA	http://www.LOVD.nl/DCAF12L1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DCAF12L1	
DCAF12L2	NA	http://www.LOVD.nl/DCAF12L2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DCAF12L2	
DCAF8L1	NA	http://www.LOVD.nl/DCAF8L1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DCAF8L1	
DDX3X	300160	http://www.LOVD.nl/DDX3X	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DDX3X	
DDX53	NA	http://www.LOVD.nl/DDX53	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DDX53	
DES	NA	http://www.dmd.nl/nmdb2/home.php?select_db=DES	http://www.dmd.nl/nmdb2/home.php?select_db=DES	
DFNB31	NA	https://research.cchmc.org/LOVD/home.php?select_db=DFNB31	https://research.cchmc.org/LOVD/home.php?select_db=DFNB31	
DIAPH2	300108	http://www.LOVD.nl/DIAPH2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DIAPH2	
DKC1	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DKC1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DKC1	
DLG3	300189	http://www.LOVD.nl/DLG3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DLG3	
DMD	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DMD	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DMD	
DMD	NA	http://www.dmd.nl/nmdb2/home.php?select_db=DMD	http://www.dmd.nl/nmdb2/home.php?select_db=DMD	
DMD_d	NA	http://www.dmd.nl/nmdb2/home.php?select_db=DMD_d	http://www.dmd.nl/nmdb2/home.php?select_db=DMD_d	
DMD_nab	NA	http://grenada.lumc.nl/LOVD2/DOL/home.php?select_db=DMD_nab	http://grenada.lumc.nl/LOVD2/DOL/home.php?select_db=DMD_nab	
DMD_pat	NA	http://grenada.lumc.nl/LOVD2/DOL/home.php?select_db=DMD_pat	http://grenada.lumc.nl/LOVD2/DOL/home.php?select_db=DMD_pat	
DNASE1L1	300081	http://www.LOVD.nl/DNASE1L1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DNASE1L1	
DOK7	NA	http://www.dmd.nl/nmdb2/home.php?select_db=DOK7	http://www.dmd.nl/nmdb2/home.php?select_db=DOK7	
DPM3	NA	http://www.dmd.nl/nmdb2/home.php?select_db=DPM3	http://www.dmd.nl/nmdb2/home.php?select_db=DPM3	
DRP2	300052	http://www.LOVD.nl/DRP2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DRP2	
DSC2	NA	http://grenada.lumc.nl/LOVD2/ARVC/home.php?select_db=DSC2	http://grenada.lumc.nl/LOVD2/ARVC/home.php?select_db=DSC2	
DSG2	NA	http://grenada.lumc.nl/LOVD2/ARVC/home.php?select_db=DSG2	http://grenada.lumc.nl/LOVD2/ARVC/home.php?select_db=DSG2	
DSP	NA	http://grenada.lumc.nl/LOVD2/ARVC/home.php?select_db=DSP	http://grenada.lumc.nl/LOVD2/ARVC/home.php?select_db=DSP	
DTNA	NA	http://www.dmd.nl/nmdb2/home.php?select_db=DTNA	http://www.dmd.nl/nmdb2/home.php?select_db=DTNA	
DUSP21	300678	http://www.LOVD.nl/DUSP21	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DUSP21	
DYNLT3	300302	http://www.LOVD.nl/DYNLT3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=DYNLT3	
DYSF	NA	http://www.dmd.nl/nmdb2/home.php?select_db=DYSF	http://www.dmd.nl/nmdb2/home.php?select_db=DYSF	
EDA	300451	http://www.LOVD.nl/EDA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=EDA	
EDA2R	300276	http://www.LOVD.nl/EDA2R	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=EDA2R	
EDN3	NA	http://grenada.lumc.nl/LOVD2/WS/home.php?select_db=EDN3	http://grenada.lumc.nl/LOVD2/WS/home.php?select_db=EDN3	
EDNRB	NA	http://grenada.lumc.nl/LOVD2/WS/home.php?select_db=EDNRB	http://grenada.lumc.nl/LOVD2/WS/home.php?select_db=EDNRB	
EFHC2	NA	http://www.LOVD.nl/EFHC2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=EFHC2	
EFNB1	300035	http://www.LOVD.nl/EFNB1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=EFNB1	
EGFL6	300239	http://www.LOVD.nl/EGFL6	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=EGFL6	
EIF2S3	300161	http://www.LOVD.nl/EIF2S3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=EIF2S3	
ELANE	NA	https://research.cchmc.org/LOVD/home.php?select_db=ELANE	https://research.cchmc.org/LOVD/home.php?select_db=ELANE	
ELF4	300775	http://www.LOVD.nl/ELF4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=ELF4	
ELK1	311040	http://www.LOVD.nl/ELK1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=ELK1	
EMD	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=EMD	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=EMD	
EMD	NA	http://www.dmd.nl/nmdb2/home.php?select_db=EMD	http://www.dmd.nl/nmdb2/home.php?select_db=EMD	
ENOX2	300282	http://www.LOVD.nl/ENOX2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=ENOX2	
EP300	602700	http://www.LOVD.nl/EP300	http://chromium.liacs.nl/LOVD2/home.php?select_db=EP300	
EPCAM	185535	http://www.LOVD.nl/EPCAM	http://chromium.liacs.nl/LOVD2/colon_cancer/home.php?select_db=EPCAM	
ERCC2	NA	http://lovd.bx.psu.edu/home.php?select_db=ERCC2	http://lovd.bx.psu.edu/home.php?select_db=ERCC2	
ESCO2	609353	http://www.LOVD.nl/ESCO2	http://chromium.liacs.nl/LOVD2/home.php?select_db=ESCO2	
ESX1	300154	http://www.LOVD.nl/ESX1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=ESX1	
EXT1	NA	http://medgen.ua.ac.be/LOVDv.2.0/home.php?select_db=EXT1	http://medgen.ua.ac.be/LOVDv.2.0/home.php?select_db=EXT1	
EXT2	NA	http://medgen.ua.ac.be/LOVDv.2.0/home.php?select_db=EXT2	http://medgen.ua.ac.be/LOVDv.2.0/home.php?select_db=EXT2	
F8	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=F8	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=F8	
F9	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=F9	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=F9	
FAAH2	300654	http://www.LOVD.nl/FAAH2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAAH2	
FAM120C	300741	http://www.LOVD.nl/FAM120C	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM120C	
FAM122B	NA	http://www.LOVD.nl/FAM122B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM122B	
FAM122C	NA	http://www.LOVD.nl/FAM122C	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM122C	
FAM123B	300647	http://www.LOVD.nl/FAM123B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM123B	
FAM133A	NA	http://www.LOVD.nl/FAM133A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM133A	
FAM155B	NA	http://www.LOVD.nl/FAM155B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM155B	
FAM3A	300492	http://www.LOVD.nl/FAM3A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM3A	
FAM45B	NA	http://www.LOVD.nl/FAM45B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM45B	
FAM46D	NA	http://www.LOVD.nl/FAM46D	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM46D	
FAM47A	NA	http://www.LOVD.nl/FAM47A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM47A	
FAM47B	NA	http://www.LOVD.nl/FAM47B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM47B	
FAM47C	NA	http://www.LOVD.nl/FAM47C	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM47C	
FAM50A	300453	http://www.LOVD.nl/FAM50A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM50A	
FAM9A	300477	http://www.LOVD.nl/FAM9A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM9A	
FAM9C	300479	http://www.LOVD.nl/FAM9C	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FAM9C	
FANCA	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCA	
FANCB	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCB	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCB	
FANCB	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FANCB	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FANCB	
FANCC	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCC	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCC	
FANCD1	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCD1	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCD1	
FANCD2	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCD2	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCD2	
FANCE	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCE	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCE	
FANCF	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCF	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCF	
FANCG	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCG	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCG	
FANCI	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCI	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCI	
FANCJ	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCJ	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCJ	
FANCL	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCL	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCL	
FANCM	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCM	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCM	
FANCN	NA	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCN	http://chromium.liacs.nl/LOVD2/FANC/home.php?select_db=FANCN	
FAS	NA	https://research.cchmc.org/LOVD/home.php?select_db=FAS	https://research.cchmc.org/LOVD/home.php?select_db=FAS	
FATE1	300450	http://www.LOVD.nl/FATE1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FATE1	
FGD1	300546	http://www.LOVD.nl/FGD1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FGD1	
FH	136850	http://www.LOVD.nl/FH	http://chromium.liacs.nl/LOVD2/SDH/home.php?select_db=FH	
FHL1	300163	http://www.LOVD.nl/FHL1	http://www.dmd.nl/nmdb2/home.php?select_db=FHL1	
FHL1	300163	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FHL1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FHL1	
FIGF	300091	http://www.LOVD.nl/FIGF	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FIGF	
FKBP10	NA	https://oi.gene.le.ac.uk/home.php?select_db=FKBP10	https://oi.gene.le.ac.uk/home.php?select_db=FKBP10	
FKRP	NA	http://www.dmd.nl/nmdb2/home.php?select_db=FKRP	http://www.dmd.nl/nmdb2/home.php?select_db=FKRP	
FKTN	NA	http://www.dmd.nl/nmdb2/home.php?select_db=FKTN	http://www.dmd.nl/nmdb2/home.php?select_db=FKTN	
FLCN	607273	http://www.lovd.nl/FLCN	http://grenada.lumc.nl/LOVD2/shared1/home.php?select_db=FLCN	
FLNA	300017	http://www.LOVD.nl/FLNA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FLNA	
FLNC	NA	http://www.dmd.nl/nmdb2/home.php?select_db=FLNC	http://www.dmd.nl/nmdb2/home.php?select_db=FLNC	
FLT1	NA	http://lovd.bx.psu.edu/home.php?select_db=FLT1	http://lovd.bx.psu.edu/home.php?select_db=FLT1	
FMR1	309550	http://www.LOVD.nl/FMR1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FMR1	
FMR1NB	NA	http://www.LOVD.nl/FMR1NB	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FMR1NB	
FOXL2	NA	http://medgen.ugent.be/LOVD2/home.php?select_db=FOXL2	http://medgen.ugent.be/LOVD2/home.php?select_db=FOXL2	
FOXO4	300033	http://www.LOVD.nl/FOXO4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FOXO4	
FOXP3	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FOXP3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FOXP3	
FOXP3	NA	https://research.cchmc.org/LOVD/home.php?select_db=FOXP3	https://research.cchmc.org/LOVD/home.php?select_db=FOXP3	
FOXR2	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FOXR2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FOXR2	
FRMD7	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FRMD7	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FRMD7	
FRMPD3	NA	http://www.LOVD.nl/FRMPD3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FRMPD3	
FRMPD4	NA	http://www.LOVD.nl/FRMPD4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FRMPD4	
FTHL17	300308	http://www.LOVD.nl/FTHL17	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FTHL17	
FTSJ1	300499	http://www.LOVD.nl/FTSJ1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FTSJ1	
FUNDC1	NA	http://www.LOVD.nl/FUNDC1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=FUNDC1	
G6PD	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=G6PD	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=G6PD	
GAA	606800	http://www.LOVD.nl/GAA	http://chromium.liacs.nl/LOVD2/home.php?select_db=GAA	
GAA	606800	https://research.cchmc.org/LOVD/home.php?select_db=GAA	https://research.cchmc.org/LOVD/home.php?select_db=GAA	
GAB3	300482	http://www.LOVD.nl/GAB3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GAB3	
GABRE	300093	http://www.LOVD.nl/GABRE	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GABRE	
GABRQ	300349	http://www.LOVD.nl/GABRQ	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GABRQ	
GAMT	601240	http://www.LOVD.nl/GAMT	http://grenada.lumc.nl/LOVD2/vumc/home.php?select_db=GAMT	
GATM	602360	http://www.LOVD.nl/GATM	http://grenada.lumc.nl/LOVD2/vumc/home.php?select_db=GATM	
GBA	NA	https://research.cchmc.org/LOVD/home.php?select_db=GBA	https://research.cchmc.org/LOVD/home.php?select_db=GBA	
GCK	NA	http://grenada.lumc.nl/LOVD2/diabetes/home.php?select_db=GCK	http://grenada.lumc.nl/LOVD2/diabetes/home.php?select_db=GCK	
GCNT2	NA	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=GCNT2	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=GCNT2	
GDPD2	NA	http://www.LOVD.nl/GDPD2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GDPD2	
GEMIN8	NA	http://www.LOVD.nl/GEMIN8	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GEMIN8	
GHR	600946	http://www.LOVD.nl/GHR	http://chromium.liacs.nl/LOVD2/growth/home.php?select_db=GHR	
GJA3	NA	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=GJA3	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=GJA3	
GJA8	NA	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=GJA8	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=GJA8	
GJB2	NA	https://research.cchmc.org/LOVD/home.php?select_db=GJB2	https://research.cchmc.org/LOVD/home.php?select_db=GJB2	
GJB6	NA	https://research.cchmc.org/LOVD/home.php?select_db=GJB6	https://research.cchmc.org/LOVD/home.php?select_db=GJB6	
GK	300474	http://www.LOVD.nl/GK	http://www.dmd.nl/nmdb2/home.php?select_db=GK	
GK	300474	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GK	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GK	
GLA	300644	http://www.LOVD.nl/GLA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GLA	
GLA	300644	https://research.cchmc.org/LOVD/home.php?select_db=GLA	https://research.cchmc.org/LOVD/home.php?select_db=GLA	
GLOD5	NA	http://www.LOVD.nl/GLOD5	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GLOD5	
GLRA1	138491	http://www.LOVD.nl/GLRA1	http://chromium.liacs.nl/LOVD2/home.php?select_db=GLRA1	
GLRA2	305990	http://www.LOVD.nl/GLRA2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GLRA2	
GLRA4	NA	http://www.LOVD.nl/GLRA4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GLRA4	
GLUD2	300144	http://www.LOVD.nl/GLUD2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GLUD2	
GNAS	NA	http://chromium.liacs.nl/LOVD2/home.php?select_db=GNAS	http://chromium.liacs.nl/LOVD2/home.php?select_db=GNAS	
GNE	NA	http://www.dmd.nl/nmdb2/home.php?select_db=GNE	http://www.dmd.nl/nmdb2/home.php?select_db=GNE	
GNL3L	NA	http://www.LOVD.nl/GNL3L	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GNL3L	
GPC4	300168	http://www.LOVD.nl/GPC4	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPC4	
GPKOW	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPKOW	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPKOW	
GPM6B	300051	http://www.LOVD.nl/GPM6B	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPM6B	
GPM6B	300051	http://lovd.bx.psu.edu/home.php?select_db=GPM6B	http://lovd.bx.psu.edu/home.php?select_db=GPM6B	
GPR101	300393	http://www.LOVD.nl/GPR101	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPR101	
GPR112	NA	http://www.LOVD.nl/GPR112	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPR112	
GPR119	300513	http://www.LOVD.nl/GPR119	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPR119	
GPR173	300253	http://www.LOVD.nl/GPR173	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPR173	
GPR174	NA	http://www.LOVD.nl/GPR174	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPR174	
GPR50	300207	http://www.LOVD.nl/GPR50	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPR50	
GPR64	300572	http://www.LOVD.nl/GPR64	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPR64	
GPR82	300748	http://www.LOVD.nl/GPR82	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPR82	
GPR98	NA	http://grenada.lumc.nl/LOVD2/Usher_montpellier/home.php?select_db=GPR98	http://grenada.lumc.nl/LOVD2/Usher_montpellier/home.php?select_db=GPR98	
GPR98	NA	https://research.cchmc.org/LOVD/home.php?select_db=GPR98	https://research.cchmc.org/LOVD/home.php?select_db=GPR98	
GPRASP1	300417	http://www.LOVD.nl/GPRASP1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPRASP1	
GPRASP2	NA	http://www.LOVD.nl/GPRASP2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GPRASP2	
GRIA3	305915	http://www.LOVD.nl/GRIA3	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GRIA3	
GRIPAP1	300408	http://www.LOVD.nl/GRIPAP1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GRIPAP1	
GRPR	305670	http://www.LOVD.nl/GRPR	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GRPR	
GSPT2	300418	http://www.LOVD.nl/GSPT2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GSPT2	
GTPBP6	300124	http://www.LOVD.nl/GTPBP6	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GTPBP6	
GUCY2F	300041	http://www.LOVD.nl/GUCY2F	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GUCY2F	
GYG2	300198	http://www.LOVD.nl/GYG2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=GYG2	
H2BFWT	300507	http://www.LOVD.nl/H2BFWT	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=H2BFWT	
HAO2	NA	http://lovd.bx.psu.edu/home.php?select_db=HAO2	http://lovd.bx.psu.edu/home.php?select_db=HAO2	
HAUS7	300540	http://www.LOVD.nl/HAUS7	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HAUS7	
HAX1	NA	https://research.cchmc.org/LOVD/home.php?select_db=HAX1	https://research.cchmc.org/LOVD/home.php?select_db=HAX1	
HBA1	NA	http://lovd.bx.psu.edu/home.php?select_db=HBA1	http://lovd.bx.psu.edu/home.php?select_db=HBA1	
HBA2	NA	http://lovd.bx.psu.edu/home.php?select_db=HBA2	http://lovd.bx.psu.edu/home.php?select_db=HBA2	
HBB	NA	http://lovd.bx.psu.edu/home.php?select_db=HBB	http://lovd.bx.psu.edu/home.php?select_db=HBB	
HBD	NA	http://lovd.bx.psu.edu/home.php?select_db=HBD	http://lovd.bx.psu.edu/home.php?select_db=HBD	
HBG1	NA	http://lovd.bx.psu.edu/home.php?select_db=HBG1	http://lovd.bx.psu.edu/home.php?select_db=HBG1	
HBG2	NA	http://lovd.bx.psu.edu/home.php?select_db=HBG2	http://lovd.bx.psu.edu/home.php?select_db=HBG2	
HBS1L	NA	http://lovd.bx.psu.edu/home.php?select_db=HBS1L	http://lovd.bx.psu.edu/home.php?select_db=HBS1L	
HCCS	300056	http://www.LOVD.nl/HCCS	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HCCS	
HCFC1	300019	http://www.LOVD.nl/HCFC1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HCFC1	
HDAC6	300272	http://www.LOVD.nl/HDAC6	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HDAC6	
HDAC8	300269	http://www.LOVD.nl/HDAC8	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HDAC8	
HDHD1A	306480	http://www.LOVD.nl/HDHD1A	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HDHD1A	
HDX	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HDX	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HDX	
HEPH	300167	http://www.LOVD.nl/HEPH	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HEPH	
HGSNAT	NA	http://chromium.liacs.nl/LOVD2/home.php?select_db=HGSNAT	http://chromium.liacs.nl/LOVD2/home.php?select_db=HGSNAT	
HMGN5	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HMGN5	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HMGN5	
HNF1A	142410	http://www.LOVD.nl/HNF1A	http://grenada.lumc.nl/LOVD2/diabetes/home.php?select_db=HNF1A	
HNF4A	600281	http://www.LOVD.nl/HNF4A	http://grenada.lumc.nl/LOVD2/diabetes/home.php?select_db=HNF4A	
HNRNPH2	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HNRNPH2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HNRNPH2	
HS6ST2	300545	http://www.LOVD.nl/HS6ST2	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HS6ST2	
HSD17B10	300256	http://www.LOVD.nl/HSD17B10	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HSD17B10	
HSF4	NA	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=HSF4	http://grenada.lumc.nl/LOVD2/eye/home.php?select_db=HSF4	
HTATSF1	300346	http://www.LOVD.nl/HTATSF1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HTATSF1	
HTR2C	312861	http://www.LOVD.nl/HTR2C	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HTR2C	
HTR3A	182139	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=HTR3A	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=HTR3A	
HTR3B	NA	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=HTR3B	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=HTR3B	
HTR3C	NA	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=HTR3C	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=HTR3C	
HTR3D	NA	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=HTR3D	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=HTR3D	
HTR3E	NA	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=HTR3E	http://hyg-serv-01.hyg.uni-heidelberg.de/lovd/index.php?select_db=HTR3E	
HUWE1	300697	http://www.LOVD.nl/HUWE1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=HUWE1	
IDS	NA	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IDS	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IDS	
IGBP1	300139	http://www.LOVD.nl/IGBP1	http://grenada.lumc.nl/LOVD2/MR/home.php?select_db=IGBP1	
